full_text,cleaned_text,normalized_text,text_without_stopwords,tokens,sentiment_score,sentiment_label,naivebayes_label
Film Baru Kamis 12/6 Tayang : 1. Gaza 🆕 2. Senyum Manies Love Story 🆕 3. The Dark House 🆕 4. Keluarga Super Irit 🆕 5. GJLS: Ibuku Ibu-Ibu 🆕 6. Gowok Kamasutra Jawa Uncut 7. Tak Ingin Usai di Sini 8. Tenung by Risa Saraswati &amp; Dimasta 9. Waktu Maghrib 2 10. Jumbo &gt;&gt;,film baru kamis 126 tayang  1 gaza  2 senyum manies love story  3 the dark house  4 keluarga super irit  5 gjls ibuku ibuibu  6 gowok kamasutra jawa uncut 7 tak ingin usai di sini 8 tenung by risa saraswati amp dimasta 9 waktu maghrib 2 10 jumbo gtgt,film baru kamis 126 tayang 1 gaza 2 senyum manies love story 3 the dark house 4 keluarga super irit 5 gjls ibuku ibuibu 6 gowok kamasutra jawa uncut 7 tak ingin usai di sini 8 tenung by risa saraswati amp dimasta 9 waktu maghrib 2 10 jumbo gtgt,film kamis 126 tayang 1 gaza 2 senyum manies love story 3 the dark house 4 keluarga super irit 5 gjls ibuku ibuibu 6 gowok kamasutra jawa uncut 7 8 tenung by risa saraswati amp dimasta 9 maghrib 2 10 jumbo gtgt,"['film', 'kamis', '126', 'tayang', '1', 'gaza', '2', 'senyum', 'manies', 'love', 'story', '3', 'the', 'dark', 'house', '4', 'keluarga', 'super', 'irit', '5', 'gjls', 'ibuku', 'ibuibu', '6', 'gowok', 'kamasutra', 'jawa', 'uncut', '7', '8', 'tenung', 'by', 'risa', 'saraswati', 'amp', 'dimasta', '9', 'maghrib', '2', '10', 'jumbo', 'gtgt']",0,Positive,Positive
Penonton GJLS hari pertama udah di atas Jumbo hari pertama. Fix film nomer 1 Indonesia locked. @Rigensih @hifdzikhoir @anantarispo,penonton gjls hari pertama udah di atas jumbo hari pertama fix film nomer 1 indonesia locked   ,penonton gjls hari pertama udah di atas jumbo hari pertama fix film nomer 1 indonesia locked,penonton gjls udah jumbo fix film nomer 1 indonesia locked,"['penonton', 'gjls', 'udah', 'jumbo', 'fix', 'film', 'nomer', '1', 'indonesia', 'locked']",0,Positive,Positive
[Hari 74#] Jadwal pemutaran film Jumbo Kamis (12/6): Mangkang 11:50 *Ketinggalan,hari 74 jadwal pemutaran film jumbo kamis 126 mangkang 1150 ketinggalan,hari 74 jadwal pemutaran film jumbo kamis 126 mangkang 1150 ketinggalan,74 jadwal pemutaran film jumbo kamis 126 mangkang 1150 ketinggalan,"['74', 'jadwal', 'pemutaran', 'film', 'jumbo', 'kamis', '126', 'mangkang', '1150', 'ketinggalan']",0,Positive,Positive
siang all promo nonton bioskop cinepolis b1g1 bogo bigi ready banyak Bisa untuk film : final destination bring her back mission impossible lilo &amp; stitch karate kid: legends waktu magrib gundik jumbo ballerina Tenung by risa halabala gowok https://t.co/BFLTFhyb6I #zonauang,siang all promo nonton bioskop cinepolis b1g1 bogo bigi ready banyak bisa untuk film  final destination bring her back mission impossible lilo amp stitch karate kid legends waktu magrib gundik jumbo ballerina tenung by risa halabala gowok  ,siang all promo nonton bioskop cinepolis b1g1 bogo bigi ready banyak bisa untuk film final destination bring her back mission impossible lilo amp stitch karate kid legends waktu magrib gundik jumbo ballerina tenung by risa halabala gowok,siang all promo nonton bioskop cinepolis b1g1 bogo bigi ready film final destination bring her back mission impossible lilo amp stitch karate kid legends magrib gundik jumbo ballerina tenung by risa halabala gowok,"['siang', 'all', 'promo', 'nonton', 'bioskop', 'cinepolis', 'b1g1', 'bogo', 'bigi', 'ready', 'film', 'final', 'destination', 'bring', 'her', 'back', 'mission', 'impossible', 'lilo', 'amp', 'stitch', 'karate', 'kid', 'legends', 'magrib', 'gundik', 'jumbo', 'ballerina', 'tenung', 'by', 'risa', 'halabala', 'gowok']",0,Positive,Positive
@moonchildren555 @bagus_carito @cinepoint_ Contohnya apa film bagus setelah Jumbo yg rijal? Karena istilah rijal yg dipake oleh Bibo bukan sekedar kurang laku tapi dari awal OR-nya rendah bgt.,   contohnya apa film bagus setelah jumbo yg rijal karena istilah rijal yg dipake oleh bibo bukan sekedar kurang laku tapi dari awal ornya rendah bgt,contohnya apa film bagus setelah jumbo yang rijal karena istilah rijal yang dipake oleh bibo bukan sekedar kurang laku tapi dari awal ornya rendah sangat,contohnya film bagus jumbo rijal istilah rijal dipake bibo sekedar laku ornya rendah,"['contohnya', 'film', 'bagus', 'jumbo', 'rijal', 'istilah', 'rijal', 'dipake', 'bibo', 'sekedar', 'laku', 'ornya', 'rendah']",1,Positive,Positive
@Adriandhy maaf film jumbo kapan tayang di platform online ya? adikku anak luar biasa mau nonton jumbo tapi udah turun layar dari kemarin mau nonton tapi takut anaknya mengganggu penonton lain:(, maaf film jumbo kapan tayang di platform online ya adikku anak luar biasa mau nonton jumbo tapi udah turun layar dari kemarin mau nonton tapi takut anaknya mengganggu penonton lain,maaf film jumbo kapan tayang di platform online ya adikku anak luar biasa mau nonton jumbo tapi udah turun layar dari kemarin mau nonton tapi takut anaknya mengganggu penonton lain,maaf film jumbo tayang platform online ya adikku anak nonton jumbo udah turun layar kemarin nonton takut anaknya mengganggu penonton,"['maaf', 'film', 'jumbo', 'tayang', 'platform', 'online', 'ya', 'adikku', 'anak', 'nonton', 'jumbo', 'udah', 'turun', 'layar', 'kemarin', 'nonton', 'takut', 'anaknya', 'mengganggu', 'penonton']",0,Positive,Positive
@CenayangFilm Belum ada yg terlalu ngejagoin sih soalnya ya film tahun ini baru jumbo doang yg emng diluar espektasi, belum ada yg terlalu ngejagoin sih soalnya ya film tahun ini baru jumbo doang yg emng diluar espektasi,belum ada yang terlalu ngejagoin sih soalnya ya film tahun ini baru jumbo doang yang emng diluar espektasi,ngejagoin sih ya film jumbo doang emng diluar espektasi,"['ngejagoin', 'sih', 'ya', 'film', 'jumbo', 'doang', 'emng', 'diluar', 'espektasi']",0,Positive,Positive
Setidaknya ikut menjadi satu dari 10 juta++ penonton film JUMBO di bioskop untuk mencetak sejarah di perfilman Indonesia. *Fenomena traktir nonton JUMBO itu fakta. Dan kalau bicara isi filmnya fix saya jatuh cinta pada karakter Nurman dan 3 embek milik Engkongnya. https://t.co/6ON12LqTBu,setidaknya ikut menjadi satu dari 10 juta penonton film jumbo di bioskop untuk mencetak sejarah di perfilman indonesia fenomena traktir nonton jumbo itu fakta dan kalau bicara isi filmnya fix saya jatuh cinta pada karakter nurman dan 3 embek milik engkongnya ,setidaknya ikut menjadi satu dari 10 juta penonton film jumbo di bioskop untuk mencetak sejarah di perfilman indonesia fenomena traktir nonton jumbo itu fakta dan kalau bicara isi filmnya fix saya jatuh cinta pada karakter nurman dan 3 embek milik engkongnya,10 juta penonton film jumbo bioskop mencetak sejarah perfilman indonesia fenomena traktir nonton jumbo fakta bicara isi filmnya fix jatuh cinta karakter nurman 3 embek milik engkongnya,"['10', 'juta', 'penonton', 'film', 'jumbo', 'bioskop', 'mencetak', 'sejarah', 'perfilman', 'indonesia', 'fenomena', 'traktir', 'nonton', 'jumbo', 'fakta', 'bicara', 'isi', 'filmnya', 'fix', 'jatuh', 'cinta', 'karakter', 'nurman', '3', 'embek', 'milik', 'engkongnya']",1,Positive,Positive
Hari ke-74 Kamis (12/6) film Jumbo sudah keluar dari bioskop Setiabudi.,hari ke74 kamis 126 film jumbo sudah keluar dari bioskop setiabudi,hari ke74 kamis 126 film jumbo sudah keluar dari bioskop setiabudi,ke74 kamis 126 film jumbo bioskop setiabudi,"['ke74', 'kamis', '126', 'film', 'jumbo', 'bioskop', 'setiabudi']",0,Positive,Positive
[Hari 74#] Jadwal pemutaran film Jumbo Kamis (12/6): Mangkang 11:50* Java 11:00* Citra 14:35 18:55 30:55*,hari 74 jadwal pemutaran film jumbo kamis 126 mangkang 1150 java 1100 citra 1435 1855 3055,hari 74 jadwal pemutaran film jumbo kamis 126 mangkang 1150 java 1100 citra 1435 1855 3055,74 jadwal pemutaran film jumbo kamis 126 mangkang 1150 java 1100 citra 1435 1855 3055,"['74', 'jadwal', 'pemutaran', 'film', 'jumbo', 'kamis', '126', 'mangkang', '1150', 'java', '1100', 'citra', '1435', '1855', '3055']",0,Positive,Positive
@bagus_carito @cinepoint_ Banyak film indo yang bagus rilis setelah jumbo loh. Tapi semuanya Rijal. yang selamet ya lagi2 film hororr.,  banyak film indo yang bagus rilis setelah jumbo loh tapi semuanya rijal yang selamet ya lagi2 film hororr,banyak film indo yang bagus rilis setelah jumbo loh tapi semuanya rijal yang selamet ya lagi2 film hororr,film indo bagus rilis jumbo loh rijal selamet ya lagi2 film hororr,"['film', 'indo', 'bagus', 'rilis', 'jumbo', 'loh', 'rijal', 'selamet', 'ya', 'lagi2', 'film', 'hororr']",1,Positive,Positive
@moviemnfs Sebagai orang yang gak suka romansa jujur aja aku nyaman dan betah nonton film-film ini. Kebanyakan meninggalkan rasa manis dan hangat dengan beberapa yang terasa getir namun intinya semuanya berkesan. https://t.co/Rqt65aU1Yr, sebagai orang yang gak suka romansa jujur aja aku nyaman dan betah nonton filmfilm ini kebanyakan meninggalkan rasa manis dan hangat dengan beberapa yang terasa getir namun intinya semuanya berkesan ,sebagai orang yang tidak suka romansa jujur aja aku nyaman dan betah nonton filmfilm ini kebanyakan meninggalkan rasa manis dan hangat dengan beberapa yang terasa getir namun intinya semuanya berkesan,orang suka romansa jujur aja nyaman betah nonton filmfilm kebanyakan meninggalkan manis hangat getir intinya berkesan,"['orang', 'suka', 'romansa', 'jujur', 'aja', 'nyaman', 'betah', 'nonton', 'filmfilm', 'kebanyakan', 'meninggalkan', 'manis', 'hangat', 'getir', 'intinya', 'berkesan']",1,Positive,Positive
@PNS_Ababil Jangan lupa ibox ngantri film jumbo 10jt film daerah wisata macet tiap weekend., jangan lupa ibox ngantri film jumbo 10jt film daerah wisata macet tiap weekend,jangan lupa ibox ngantri film jumbo 10jt film daerah wisata macet tiap weekend,lupa ibox ngantri film jumbo 10jt film daerah wisata macet weekend,"['lupa', 'ibox', 'ngantri', 'film', 'jumbo', '10jt', 'film', 'daerah', 'wisata', 'macet', 'weekend']",0,Positive,Positive
@Adriandhy @cinepoint_ Jumbo salah satu film yg akan selalu membekas di hati ️,  jumbo salah satu film yg akan selalu membekas di hati ,jumbo salah satu film yang akan selalu membekas di hati,jumbo salah film membekas hati,"['jumbo', 'salah', 'film', 'membekas', 'hati']",0,Positive,Positive
Terimakasih JUMBO sudah memberikan tayangan dan moment seru especially selama lebaran karena kamu anak-anak kembali punya film Indonesia yg akan di kenang!,terimakasih jumbo sudah memberikan tayangan dan moment seru especially selama lebaran karena kamu anakanak kembali punya film indonesia yg akan di kenang,terimakasih jumbo sudah memberikan tayangan dan moment seru especially selama lebaran karena kamu anakanak kembali punya film indonesia yang akan di kenang,terimakasih jumbo tayangan moment seru especially lebaran anakanak film indonesia kenang,"['terimakasih', 'jumbo', 'tayangan', 'moment', 'seru', 'especially', 'lebaran', 'anakanak', 'film', 'indonesia', 'kenang']",1,Positive,Positive
anjir gue suka banget lagu film jumbo,anjir gue suka banget lagu film jumbo,anjir saya suka sangat lagu film jumbo,anjir suka lagu film jumbo,"['anjir', 'suka', 'lagu', 'film', 'jumbo']",1,Positive,Positive
@kencilii @cinepoint_ yang penting kalahkan film produksi PH yang menghina jumbo dan tak etis judul filmnya,  yang penting kalahkan film produksi ph yang menghina jumbo dan tak etis judul filmnya,yang penting kalahkan film produksi ph yang menghina jumbo dan tak etis judul filmnya,kalahkan film produksi ph menghina jumbo etis judul filmnya,"['kalahkan', 'film', 'produksi', 'ph', 'menghina', 'jumbo', 'etis', 'judul', 'filmnya']",0,Positive,Positive
@cinepoint_ Target GJLS: kalahkan film ranking 8 buatan PH yang menjelekin jumbo, target gjls kalahkan film ranking 8 buatan ph yang menjelekin jumbo,target gjls kalahkan film ranking 8 buatan ph yang menjelekin jumbo,target gjls kalahkan film ranking 8 buatan ph menjelekin jumbo,"['target', 'gjls', 'kalahkan', 'film', 'ranking', '8', 'buatan', 'ph', 'menjelekin', 'jumbo']",0,Positive,Positive
@Adriandhy @cinepoint_ Hype dari sebelum tayang terus ngikutin dari awal tayang sampe sekarang udah 10.17juta. Bangga sekaligus terharu sih menyaksikan film animasi Indonesia pertama yang langsung ke puncak daftar film Indonesia terlaris sepanjang masa. Proud Jumbo,  hype dari sebelum tayang terus ngikutin dari awal tayang sampe sekarang udah 1017juta bangga sekaligus terharu sih menyaksikan film animasi indonesia pertama yang langsung ke puncak daftar film indonesia terlaris sepanjang masa proud jumbo,hype dari sebelum tayang terus ngikutin dari awal tayang sampe sekarang udah 1017juta bangga sekaligus terharu sih menyaksikan film animasi indonesia pertama yang langsung ke puncak daftar film indonesia terlaris sepanjang masa proud jumbo,hype tayang ngikutin tayang sampe udah 1017juta bangga terharu sih menyaksikan film animasi indonesia langsung puncak daftar film indonesia terlaris proud jumbo,"['hype', 'tayang', 'ngikutin', 'tayang', 'sampe', 'udah', '1017juta', 'bangga', 'terharu', 'sih', 'menyaksikan', 'film', 'animasi', 'indonesia', 'langsung', 'puncak', 'daftar', 'film', 'indonesia', 'terlaris', 'proud', 'jumbo']",0,Positive,Positive
@cinepoint_ Setelah fenomena Jumbo abis itu banyak bener yang Rijal dana udah pada abis buat nonton jumbo kali ya terlebih film impor secara beruntun banyak yang sukses diatas sejuta penonton., setelah fenomena jumbo abis itu banyak bener yang rijal dana udah pada abis buat nonton jumbo kali ya terlebih film impor secara beruntun banyak yang sukses diatas sejuta penonton,setelah fenomena jumbo abis itu banyak bener yang rijal dana udah pada abis buat nonton jumbo kali ya terlebih film impor secara beruntun banyak yang sukses diatas sejuta penonton,fenomena jumbo abis bener rijal dana udah abis nonton jumbo kali ya film impor beruntun sukses diatas sejuta penonton,"['fenomena', 'jumbo', 'abis', 'bener', 'rijal', 'dana', 'udah', 'abis', 'nonton', 'jumbo', 'kali', 'ya', 'film', 'impor', 'beruntun', 'sukses', 'diatas', 'sejuta', 'penonton']",0,Positive,Positive
wts want to sale! yg mau nonton bioskop murah bisa banget pake promo cinepolis. 25K/ Voucher! Bebas pilih film hari &amp; jam. Khusus kategori film Regular 2d yang mau bisa langsung dm atau lewat wa link tertera di bio. tag ballerina jumbo mission impossible gowok gundik https://t.co/nBUf0n7ElA,wts want to sale yg mau nonton bioskop murah bisa banget pake promo cinepolis 25k voucher bebas pilih film hari amp jam khusus kategori film regular 2d yang mau bisa langsung dm atau lewat wa link tertera di bio tag ballerina jumbo mission impossible gowok gundik ,wts want to sale yang mau nonton bioskop murah bisa sangat pake promo cinepolis 25k voucher bebas pilih film hari amp jam khusus kategori film regular 2d yang mau bisa langsung dm atau lewat wa link tertera di bio tag ballerina jumbo mission impossible gowok gundik,wts want to sale nonton bioskop murah pake promo cinepolis 25k voucher bebas pilih film amp jam khusus kategori film regular 2d langsung dm wa link tertera bio tag ballerina jumbo mission impossible gowok gundik,"['wts', 'want', 'to', 'sale', 'nonton', 'bioskop', 'murah', 'pake', 'promo', 'cinepolis', '25k', 'voucher', 'bebas', 'pilih', 'film', 'amp', 'jam', 'khusus', 'kategori', 'film', 'regular', '2d', 'langsung', 'dm', 'wa', 'link', 'tertera', 'bio', 'tag', 'ballerina', 'jumbo', 'mission', 'impossible', 'gowok', 'gundik']",0,Positive,Positive
@bicaraboxoffice @VisinemaID @jumbofilm_id @Adriandhy Senang sedih dan terharu. Terima kasih banyak Jumbo udah menjadi film pertama yg aku tonton setelah break up setahun lalu wkwkkk,    senang sedih dan terharu terima kasih banyak jumbo udah menjadi film pertama yg aku tonton setelah break up setahun lalu wkwkkk,senang sedih dan terharu terima kasih banyak jumbo udah menjadi film pertama yang aku tonton setelah break up setahun lalu wkwkkk,senang sedih terharu terima kasih jumbo udah film tonton break up setahun wkwkkk,"['senang', 'sedih', 'terharu', 'terima', 'kasih', 'jumbo', 'udah', 'film', 'tonton', 'break', 'up', 'setahun', 'wkwkkk']",1,Positive,Positive
@cellycia1112 Konsepnya Meri yg di film Jumbo gtu yak, konsepnya meri yg di film jumbo gtu yak,konsepnya meri yang di film jumbo gtu yak,konsepnya meri film jumbo gtu yak,"['konsepnya', 'meri', 'film', 'jumbo', 'gtu', 'yak']",0,Positive,Positive
Momen seru dan penuh makna dalam kegiatan nonton bareng film karya anak bangsa bersama Bupati Cilacap dan Bunda Literasi Kabupaten Cilacap. #GaleriPelangi #FilmAnakBangsa #Jumbo #ArpusCilacap #CilacapMembaca #SalamLiterasi #CilacapBercahayaMajuBesar https://t.co/D9W9UVTv0P,momen seru dan penuh makna dalam kegiatan nonton bareng film karya anak bangsa bersama bupati cilacap dan bunda literasi kabupaten cilacap        ,momen seru dan penuh makna dalam kegiatan nonton bareng film karya anak bangsa bersama bupati cilacap dan bunda literasi kabupaten cilacap,momen seru penuh makna kegiatan nonton bareng film karya anak bangsa bupati cilacap bunda literasi kabupaten cilacap,"['momen', 'seru', 'penuh', 'makna', 'kegiatan', 'nonton', 'bareng', 'film', 'karya', 'anak', 'bangsa', 'bupati', 'cilacap', 'bunda', 'literasi', 'kabupaten', 'cilacap']",1,Positive,Positive
Lebih kocak dari agak laen lebih horor dari desa penari dan lebih drama dari jumbo Kalau 1 jumbo aja bisa 10jt penonton ini film malah punya 3 jumbo Yah minimal 54jt penonton sih ini fix #gjls #gjlsIbukuIbuIbu https://t.co/ilsHBCVlWo,lebih kocak dari agak laen lebih horor dari desa penari dan lebih drama dari jumbo kalau 1 jumbo aja bisa 10jt penonton ini film malah punya 3 jumbo yah minimal 54jt penonton sih ini fix   ,lebih kocak dari agak laen lebih horor dari desa penari dan lebih drama dari jumbo kalau 1 jumbo aja bisa 10jt penonton ini film malah punya 3 jumbo yah minimal 54jt penonton sih ini fix,kocak laen horor desa penari drama jumbo 1 jumbo aja 10jt penonton film 3 jumbo yah minimal 54jt penonton sih fix,"['kocak', 'laen', 'horor', 'desa', 'penari', 'drama', 'jumbo', '1', 'jumbo', 'aja', '10jt', 'penonton', 'film', '3', 'jumbo', 'yah', 'minimal', '54jt', 'penonton', 'sih', 'fix']",0,Positive,Positive
Jujur kalo lagi marah gue akan selalu inget apa kat bang Acil di film Jumbo Marah boleh kesel boleh tapi jangan sampe marah ke orang lain yang gak tau apa-apa.. ,jujur kalo lagi marah gue akan selalu inget apa kat bang acil di film jumbo marah boleh kesel boleh tapi jangan sampe marah ke orang lain yang gak tau apaapa ,jujur kalo lagi marah saya akan selalu inget apa kat bang acil di film jumbo marah boleh kesel boleh tapi jangan sampe marah ke orang lain yang tidak tau apaapa,jujur kalo marah inget kat bang acil film jumbo marah kesel sampe marah orang tau apaapa,"['jujur', 'kalo', 'marah', 'inget', 'kat', 'bang', 'acil', 'film', 'jumbo', 'marah', 'kesel', 'sampe', 'marah', 'orang', 'tau', 'apaapa']",0,Positive,Positive
